rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,text_clean,title_clean,full_text,sentiment,ai_sentiment,keywords,complaint
5.0,it's great,gas pumps don't like it but everywhere else does,[],B07HJD9FVV,B07HJD9FVV,AGZVZAFQSJANZQZ5NSUR55UM3R2A,1673970193977,0,True,gas pumps don't like it but everywhere else does,it's great,it's great. gas pumps don't like it but everywhere else does,正面,,,
5.0,Valentines gift,I buy 3 every year for Valentines gifts the kids love them,[],B07PC9DT45,B00BXLSYEY,AGZVZAFQSJANZQZ5NSUR55UM3R2A,1673970167570,0,True,I buy 3 every year for Valentines gifts the kids love them,Valentines gift,Valentines gift. I buy 3 every year for Valentines gifts the kids love them,正面,,,
5.0,Would buy it again,"Gave a $50 gift card as a thank you do someone and received a $15 credit for myself, a fair deal at both ends.",[],B077T9WSSN,B071X4ZX3X,AEUXQ6J7QGH54AHKWATFETOVTHUQ,1586984762572,0,True,"Gave a $50 gift card as a thank you do someone and received a $15 credit for myself, a fair deal at both ends.",Would buy it again,"Would buy it again. Gave a $50 gift card as a thank you do someone and received a $15 credit for myself, a fair deal at both ends.",正面,,,
5.0,Makes a great gift!,It's a Amazon gift card! What more could you want? Especially if your an Amazon addict like me,[],B0866T1TQJ,B077N4CNVJ,AEBFOF4PW6EIWMLG2TZVX7GHZSRA,1676779085603,0,True,It's a Amazon gift card! What more could you want? Especially if your an Amazon addict like me,Makes a great gift!,Makes a great gift!. It's a Amazon gift card! What more could you want? Especially if your an Amazon addict like me,正面,,,
5.0,Great gift!,Got this for my dad's birthday and he loved it. Highly recommend. Cant go wrong with an Amazon gift card!,[],B07Y93TM8M,B071X4ZX3X,AEBFOF4PW6EIWMLG2TZVX7GHZSRA,1675564022660,0,True,Got this for my dad's birthday and he loved it. Highly recommend. Cant go wrong with an Amazon gift card!,Great gift!,Great gift!. Got this for my dad's birthday and he loved it. Highly recommend. Cant go wrong with an Amazon gift card!,正面,,,
5.0,Easy,Esay way to apply finds to your gift card balance.,[],B086KKT3RX,B086KKT3RX,AELHYMCYVS6T35HA3UH5UGFWTK6Q,1668464024729,0,True,Esay way to apply finds to your gift card balance.,Easy,Easy. Esay way to apply finds to your gift card balance.,正面,,,
5.0,Glad Amazon provides these,"My wife loves Yankee candle gift cards as she shops online there throughout the year to keep our home smelling nice.<br />When she got Amazon gift cards this Christmas from family, she was happy to see she could just convert them to Yankee Candle easily.",[],B0108MGWHE,B0108MGRAG,AELHYMCYVS6T35HA3UH5UGFWTK6Q,1609287448447,1,True,"My wife loves Yankee candle gift cards as she shops online there throughout the year to keep our home smelling nice. When she got Amazon gift cards this Christmas from family, she was happy to see she could just convert them to Yankee Candle easily.",Glad Amazon provides these,"Glad Amazon provides these. My wife loves Yankee candle gift cards as she shops online there throughout the year to keep our home smelling nice. When she got Amazon gift cards this Christmas from family, she was happy to see she could just convert them to Yankee Candle easily.",正面,,,
5.0,Quick easy way to refill gift card balance,"When I have loyalty programs send me gift cards, I choose this.  Nice and easy and allows me to purchase the many things I want on Amazon.",[],B00IX1I3G6,B00IX1I3G6,AELHYMCYVS6T35HA3UH5UGFWTK6Q,1596048526734,0,True,"When I have loyalty programs send me gift cards, I choose this. Nice and easy and allows me to purchase the many things I want on Amazon.",Quick easy way to refill gift card balance,"Quick easy way to refill gift card balance. When I have loyalty programs send me gift cards, I choose this. Nice and easy and allows me to purchase the many things I want on Amazon.",正面,,,
5.0,Nice tin design makes it a more inviting gift,"While a gift card is the same regardless if it's an actual card or a certificate, having one in the snowflake tin makes the gift a bit more inviting than putting a card in an envelope. Plus the tin can be used for storing small items after the card is removed. It arrived in perfect shape without any damage to the tin (which is pretty thin metal).",[],B0091JKU5Q,B00ADR2LV6,AG63W2BMC4HRP76AMS36AYY64AHA,1546054648547,0,True,"While a gift card is the same regardless if it's an actual card or a certificate, having one in the snowflake tin makes the gift a bit more inviting than putting a card in an envelope. Plus the tin can be used for storing small items after the card is removed. It arrived in perfect shape without any damage to the tin (which is pretty thin metal).",Nice tin design makes it a more inviting gift,"Nice tin design makes it a more inviting gift. While a gift card is the same regardless if it's an actual card or a certificate, having one in the snowflake tin makes the gift a bit more inviting than putting a card in an envelope. Plus the tin can be used for storing small items after the card is removed. It arrived in perfect shape without any damage to the tin (which is pretty thin metal).",正面,,,
5.0,Nice presentation box for a gift card,Comes in a very nice gift box with a ribbon. No problems at all using the card.,[],B015OTJZCU,B015OTJZCU,AG63W2BMC4HRP76AMS36AYY64AHA,1483820800000,0,True,Comes in a very nice gift box with a ribbon. No problems at all using the card.,Nice presentation box for a gift card,Nice presentation box for a gift card. Comes in a very nice gift box with a ribbon. No problems at all using the card.,正面,,,
5.0,Five Stars,Great way to give a gift.,[],B01C9MW8Z6,B00JFBLZ90,AH6SQHHTNKIT2J2RKDKE52FSXIZQ,1523973492970,0,True,Great way to give a gift.,Five Stars,Five Stars. Great way to give a gift.,正面,,,
5.0,Too cute,My daughter loved the fact that she got a gift card to amazon and that it came in a cute little snowflake. Perfect stocking stuffer!,[],B01K8RJDEI,B00ADR2LV6,AFUZYF4YKMATR3KSIHPXZI3ZHWZA,1579444593782,0,True,My daughter loved the fact that she got a gift card to amazon and that it came in a cute little snowflake. Perfect stocking stuffer!,Too cute,Too cute. My daughter loved the fact that she got a gift card to amazon and that it came in a cute little snowflake. Perfect stocking stuffer!,正面,,,
4.0,Great item until.....,The item is a real life saver as some times you just need those little extra power ups to beat that elusive boss in the game or that extra hint to find a way to feed the hungry baby monster only reason I did not give it a 5 start rating is that Microsoft is a nightmare to work with if your having difficulty redeeming a gift card on your Microsoft account.,[],B00F3ZMTN8,B00JLL44SI,AHI6JXN3KBL6UZDNHENWKS56OBNQ,1430618266000,0,False,The item is a real life saver as some times you just need those little extra power ups to beat that elusive boss in the game or that extra hint to find a way to feed the hungry baby monster only reason I did not give it a 5 start rating is that Microsoft is a nightmare to work with if your having difficulty redeeming a gift card on your Microsoft account.,Great item until.....,Great item until...... The item is a real life saver as some times you just need those little extra power ups to beat that elusive boss in the game or that extra hint to find a way to feed the hungry baby monster only reason I did not give it a 5 start rating is that Microsoft is a nightmare to work with if your having difficulty redeeming a gift card on your Microsoft account.,正面,,,
5.0,Great stocking stuffer,Couldn’t have thought of anything better,[],B07FK7L976,B00ADR2LV6,AHPXFNGV5WEI43MZBLEBOTERTU2Q,1639092640672,0,True,Couldn’t have thought of anything better,Great stocking stuffer,Great stocking stuffer. Couldn’t have thought of anything better,正面,,,
1.0,No more gift cards from Outback,"Christmas gift card not activated. When I called Outback gift card company they said too bad, take it back to the store and get activated. I can’t do that as it was a gift and I got three gift cards from three different people who can’t remember where they were purchased. Outback gift service totally no help and when I asked what do I do now, they hung up on me. $25.00 down the drain. Get cash next time and I will go eat where I want, not Outback, they do not stand behind their gift card program.",[],B002XNLC04,B002XNLC04,AFH5YYTBYPBO5DK3NW2BRY3OHTGQ,1609446127708,1,False,"Christmas gift card not activated. When I called Outback gift card company they said too bad, take it back to the store and get activated. I can’t do that as it was a gift and I got three gift cards from three different people who can’t remember where they were purchased. Outback gift service totally no help and when I asked what do I do now, they hung up on me. $25.00 down the drain. Get cash next time and I will go eat where I want, not Outback, they do not stand behind their gift card program.",No more gift cards from Outback,"No more gift cards from Outback. Christmas gift card not activated. When I called Outback gift card company they said too bad, take it back to the store and get activated. I can’t do that as it was a gift and I got three gift cards from three different people who can’t remember where they were purchased. Outback gift service totally no help and when I asked what do I do now, they hung up on me. $25.00 down the drain. Get cash next time and I will go eat where I want, not Outback, they do not stand behind their gift card program.",负面,负面,"未激活, 无法使用",[礼品卡未激活]
5.0,Easy to order.,This was a gift.,[],B071HFGLPQ,B018F4M89S,AF67PYI2JFGZ7SZZOOWPTIWBZW5A,1551220934131,0,True,This was a gift.,Easy to order.,Easy to order.. This was a gift.,正面,,,
5.0,Easy to Order,This was a gift,[],B00BXLVBC6,B00BXLVAD6,AF67PYI2JFGZ7SZZOOWPTIWBZW5A,1551220714526,0,True,This was a gift,Easy to Order,Easy to Order. This was a gift,正面,,,
5.0,Awesome product,Awesome product,[],B077T9WSSN,B071X4ZX3X,AEJBB5NN4ZTT6EEQ234MZZ36Q7HQ,1629578561607,0,True,Awesome product,Awesome product,Awesome product. Awesome product,正面,,,
5.0,Awesome gift,Great gift,[],B06WVJBVT4,B077N4CNVJ,AEJBB5NN4ZTT6EEQ234MZZ36Q7HQ,1625634783228,0,True,Great gift,Awesome gift,Awesome gift. Great gift,正面,,,
5.0,Awesome product,Great for gifts,[],B0091JKP2E,B0091JKQ50,AEJBB5NN4ZTT6EEQ234MZZ36Q7HQ,1609396051605,2,True,Great for gifts,Awesome product,Awesome product. Great for gifts,正面,,,
5.0,Exactly as photo,Great gift to give,[],B00O3YIABA,B00O3YIABA,AEGYV5R262RB2ZDQIFM5AI72XCJQ,1451751226000,0,True,Great gift to give,Exactly as photo,Exactly as photo. Great gift to give,正面,,,
5.0,Great way to stick to my budget!,Great way to stick to my budget!,[],B00IX1I3G6,B00IX1I3G6,AF325RDPLJEG2PIEFDK5RQAF6SFQ,1626849038295,0,True,Great way to stick to my budget!,Great way to stick to my budget!,Great way to stick to my budget!. Great way to stick to my budget!,正面,,,
5.0,Funds applied instantly,Funds were loaded to account as soon as I clicked the purchase button. Was very easy to use. Thanks Amazon,[],B00IX1I3G6,B00IX1I3G6,AHY3EK7QU5F74AV756WI7L7XIHFA,1556464699923,0,True,Funds were loaded to account as soon as I clicked the purchase button. Was very easy to use. Thanks Amazon,Funds applied instantly,Funds applied instantly. Funds were loaded to account as soon as I clicked the purchase button. Was very easy to use. Thanks Amazon,正面,,,
5.0,Five Stars,nice easy christmas gift.,[],B01K8RJDEI,B00ADR2LV6,AHDV2CPLRARHRVU6GP6UMJE3P7IQ,1481508449000,0,True,nice easy christmas gift.,Five Stars,Five Stars. nice easy christmas gift.,正面,,,
5.0,Five Stars,easy gift for my workout trainer,[],B0091JKIQ2,B00ADR2LV6,AHDV2CPLRARHRVU6GP6UMJE3P7IQ,1481508389000,0,True,easy gift for my workout trainer,Five Stars,Five Stars. easy gift for my workout trainer,正面,,,
5.0,Five Stars,great easy christmas gift.,[],B01E4QP9M4,B01E4QP9M4,AHDV2CPLRARHRVU6GP6UMJE3P7IQ,1481508230000,0,True,great easy christmas gift.,Five Stars,Five Stars. great easy christmas gift.,正面,,,
5.0,LOVE it.,"Gift from daughter, LOVE it.",[],B00IX1I3G6,B00IX1I3G6,AHKOWV3W3KI4SKHLO3DC6FOI7SYA,1516224448997,0,True,"Gift from daughter, LOVE it.",LOVE it.,"LOVE it.. Gift from daughter, LOVE it.",正面,,,
5.0,Super easy and fast,I love having money on Amazon just for Amazon I can use whenever and the option for pay at check out being right on the list,[],B086KKT3RX,B086KKT3RX,AFIW4HGNFVCZHENLYQREFLKUL2UQ,1649287376935,0,True,I love having money on Amazon just for Amazon I can use whenever and the option for pay at check out being right on the list,Super easy and fast,Super easy and fast. I love having money on Amazon just for Amazon I can use whenever and the option for pay at check out being right on the list,正面,,,
5.0,Perfect gift!,Flexible amount,[],B01JQSONCC,B018F4M89S,AF4QHYXWSJ2332UF7BUDQ25Q2RZA,1560883408979,0,True,Flexible amount,Perfect gift!,Perfect gift!. Flexible amount,正面,,,
5.0,Gift card,Never go wrong with gift card,[],B00CHQ7ESQ,B00CHQ7ESQ,AGPYUGYXQYFQSHEUNBW6AHYTAQOQ,1419698728000,0,True,Never go wrong with gift card,Gift card,Gift card. Never go wrong with gift card,正面,,,
5.0,Exactly as advertised,"This was exactly what it said it was. I purchased it, received the claim code, went to the Windows store, put in the code, and just like that had $20 credit. No problems. No hassles.",[],B00G05ST1G,B00JLL44SI,AHASKDKZ3ASLMH5VJ37QNVU6463Q,1407705534000,0,True,"This was exactly what it said it was. I purchased it, received the claim code, went to the Windows store, put in the code, and just like that had $20 credit. No problems. No hassles.",Exactly as advertised,"Exactly as advertised. This was exactly what it said it was. I purchased it, received the claim code, went to the Windows store, put in the code, and just like that had $20 credit. No problems. No hassles.",正面,,,
5.0,more money is always good.,A gift card reload review... well... more money is always good.,[],B00IX1I3G6,B00IX1I3G6,AEVKBOPKLQBPO2UAXCHK5UDMHIDA,1535512816840,0,True,A gift card reload review... well... more money is always good.,more money is always good.,more money is always good.. A gift card reload review... well... more money is always good.,正面,,,
5.0,ONE DAY SHIPPING?! Awesome!,"I can't believe how fast this ships. It is just a gift card, so not much to say about it. But if you forget to get someone a give and need to order something fast, this is a great option.",[],B005ESMGZU,B005ESMGZU,AFE3S35VJ3BRZ7J7H42BDYCFOCJA,1403327497000,0,True,"I can't believe how fast this ships. It is just a gift card, so not much to say about it. But if you forget to get someone a give and need to order something fast, this is a great option.",ONE DAY SHIPPING?! Awesome!,"ONE DAY SHIPPING?! Awesome!. I can't believe how fast this ships. It is just a gift card, so not much to say about it. But if you forget to get someone a give and need to order something fast, this is a great option.",正面,,,
3.0,Three Stars,Used but has balance and won’t let me use again through Regal app.,[],B00BXLVO2S,B00BXLVJP0,AGBII24TGLYWTQ3ZRH4FM7RYZDHA,1506632263055,4,True,Used but has balance and won’t let me use again through Regal app.,Three Stars,Three Stars. Used but has balance and won’t let me use again through Regal app.,中性,中性,"已使用, 余额",[无法再次使用]
5.0,love it A+,love it A+,[],B086KKT3RX,B086KKT3RX,AGWBKZXJM7FNL3MXA2AQYE2S444A,1678302547501,0,True,love it A+,love it A+,love it A+. love it A+,正面,,,
5.0,Five Stars,Love It,[],B00IX1I3G6,B00IX1I3G6,AGWBKZXJM7FNL3MXA2AQYE2S444A,1476128580000,0,True,Love It,Five Stars,Five Stars. Love It,正面,,,
5.0,Easy Breezy,Super simple and seamless,[],B00IX1I3G6,B00IX1I3G6,AFO4Z67LS57VV45LBXWQXH33PX4Q,1625075830187,0,True,Super simple and seamless,Easy Breezy,Easy Breezy. Super simple and seamless,正面,,,
3.0,Cute container,"Gave gift card to 10 year old nephew and 8 year old niece. I thought containers were cute and fit the Christmas theme, but the kids were more impressed with the value of the card.",[],B072P5VV4D,B00ADR2LV6,AGRVDH36X6MCZSVV7FJIKXBNEJWQ,1581388163864,0,True,"Gave gift card to 10 year old nephew and 8 year old niece. I thought containers were cute and fit the Christmas theme, but the kids were more impressed with the value of the card.",Cute container,"Cute container. Gave gift card to 10 year old nephew and 8 year old niece. I thought containers were cute and fit the Christmas theme, but the kids were more impressed with the value of the card.",正面,正面,"可爱容器, 圣诞主题",[无]
5.0,send me one,I love any way I can get money.,[],B00IX1I3G6,B00IX1I3G6,AGNTYIMDGC57RTMRKY5IZYQAVOVQ,1544324447025,0,True,I love any way I can get money.,send me one,send me one. I love any way I can get money.,正面,,,
5.0,Pop up box is a nice touch,The pop up box is especially nice for someone with little kids.,[],B0719C5P56,B0719C5P56,AF6JFKDIRK7INRWI5ZK5AVGFRBGA,1676603877724,0,False,The pop up box is especially nice for someone with little kids.,Pop up box is a nice touch,Pop up box is a nice touch. The pop up box is especially nice for someone with little kids.,正面,,,
5.0,Always a go to gift idea,"It's still gift card, but it's nice to have something to open under the tree!",[],B01K8RJDEI,B00ADR2LV6,AF6JFKDIRK7INRWI5ZK5AVGFRBGA,1676603789679,0,True,"It's still gift card, but it's nice to have something to open under the tree!",Always a go to gift idea,"Always a go to gift idea. It's still gift card, but it's nice to have something to open under the tree!",正面,,,
5.0,Perfect gift for a granddaughter who loves Freddy's,This was my granddaughter's choice for a gift card,[],B07TMHXD5W,B07TKF36V4,AG25DVBWKSZUK2FAIJ2BB3DTKYSQ,1672769156636,0,True,This was my granddaughter's choice for a gift card,Perfect gift for a granddaughter who loves Freddy's,Perfect gift for a granddaughter who loves Freddy's. This was my granddaughter's choice for a gift card,正面,,,
5.0,Birthday Gift card,Great way to send a birthday gift to those living far away.,[],B06WVJBVT4,B077N4CNVJ,AHKJOOAD6EZWMTAVRS2SIWPJSNNA,1641582544115,0,True,Great way to send a birthday gift to those living far away.,Birthday Gift card,Birthday Gift card. Great way to send a birthday gift to those living far away.,正面,,,
5.0,Perfect Christmas gift,Wonder gift for my daughter came quickly she was able to use it without any problem,[],B00GB8LQPI,B00BXLVW7U,AEUQANG4W7ZT4HYSHL6QDAQSP4GA,1455898447000,0,True,Wonder gift for my daughter came quickly she was able to use it without any problem,Perfect Christmas gift,Perfect Christmas gift. Wonder gift for my daughter came quickly she was able to use it without any problem,正面,,,
5.0,Good,Easy,[],B00IX1I3G6,B00IX1I3G6,AHCXAZBCKJ7MZV4F2S4SBYNBZBEQ,1626408405596,0,True,Easy,Good,Good. Easy,正面,,,
5.0,Five Stars,Always wonderful!,[],B00IX1I3G6,B00IX1I3G6,AFOWLKYOXTVNJMZTW2ZWEAV5V4FA,1478982451000,0,True,Always wonderful!,Five Stars,Five Stars. Always wonderful!,正面,,,
5.0,Good choice,It Was useful.,[],B00IX1I3G6,B00IX1I3G6,AGGQJQ6TQ2Q4AXW6QZWFYHR3RPEQ,1582562428624,0,True,It Was useful.,Good choice,Good choice. It Was useful.,正面,,,
4.0,YEP,Gift card,[],B00CXZPG0O,B00CXZPEPG,AGSVUBRH3YZ4BXH6Z2BNKDEDDNKA,1451575566000,0,True,Gift card,YEP,YEP. Gift card,正面,,,
5.0,Perfect little gift card.,This little gift card was perfect for two baby showers I was invited to because it gave the mom-to-be the freedom to buy what she wants.,[],B07Y93PHLP,B084BSSQ2Y,AF5HX5YJCBHYUADBXHTD2U56YPYQ,1647866177473,0,True,This little gift card was perfect for two baby showers I was invited to because it gave the mom-to-be the freedom to buy what she wants.,Perfect little gift card.,Perfect little gift card.. This little gift card was perfect for two baby showers I was invited to because it gave the mom-to-be the freedom to buy what she wants.,正面,,,
5.0,Delicious and Easy to Use Subway Gift Card!,"I just used the easy Subway Gift card to buy food at local restaurant earlier this week. You just give it to the cashier and ask him to enter the gift card numbers and scratch off the pin number on the back of your gift card. If the cashier swipes the card directly, it may not work usually.",[],B076P58GC6,B00BXLW5QC,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1668319911302,0,True,"I just used the easy Subway Gift card to buy food at local restaurant earlier this week. You just give it to the cashier and ask him to enter the gift card numbers and scratch off the pin number on the back of your gift card. If the cashier swipes the card directly, it may not work usually.",Delicious and Easy to Use Subway Gift Card!,"Delicious and Easy to Use Subway Gift Card!. I just used the easy Subway Gift card to buy food at local restaurant earlier this week. You just give it to the cashier and ask him to enter the gift card numbers and scratch off the pin number on the back of your gift card. If the cashier swipes the card directly, it may not work usually.",正面,,,
5.0,Great Easy To Use El Pollo Loco Gift Card!,"I just used the easy El Pollo Loco Gift card to buy food at local restaurant today. You just give it to the cashier and ask him to enter the gift card numbers and scratch off the pin number on the back of your gift card. If the cashier swipes the card directly, it may not work usually.",[],B00BXLTOJ8,B00BXLTO20,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1668319874073,1,True,"I just used the easy El Pollo Loco Gift card to buy food at local restaurant today. You just give it to the cashier and ask him to enter the gift card numbers and scratch off the pin number on the back of your gift card. If the cashier swipes the card directly, it may not work usually.",Great Easy To Use El Pollo Loco Gift Card!,"Great Easy To Use El Pollo Loco Gift Card!. I just used the easy El Pollo Loco Gift card to buy food at local restaurant today. You just give it to the cashier and ask him to enter the gift card numbers and scratch off the pin number on the back of your gift card. If the cashier swipes the card directly, it may not work usually.",正面,,,
5.0,Great Gift Card from Five Guys!,Best Burgers and Fries gift card I have purchased on Amazon! It's easy to use and redeem at local Five Guys restaurant.,[],B077CYG3TH,B077CT36PR,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1645509368599,3,True,Best Burgers and Fries gift card I have purchased on Amazon! It's easy to use and redeem at local Five Guys restaurant.,Great Gift Card from Five Guys!,Great Gift Card from Five Guys!. Best Burgers and Fries gift card I have purchased on Amazon! It's easy to use and redeem at local Five Guys restaurant.,正面,,,
5.0,Easy to Use Jersey Mike's Gift Card!,This Jersey Mike's gift card is easy to use and apply in purchases at local restaurants. I like to use it and buy it for gifts to friends during holiday season!,[],B07WT7CKKW,B075SM9RWD,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1636860664130,0,True,This Jersey Mike's gift card is easy to use and apply in purchases at local restaurants. I like to use it and buy it for gifts to friends during holiday season!,Easy to Use Jersey Mike's Gift Card!,Easy to Use Jersey Mike's Gift Card!. This Jersey Mike's gift card is easy to use and apply in purchases at local restaurants. I like to use it and buy it for gifts to friends during holiday season!,正面,,,
5.0,It's easy to use with Best Buy Gift Card on Amazon!,I just bought a bunch of Best Buy gift cards on Amazon last week to buy a new laptop on Best Buy because of better cash back for shopping on Amazon than elsewhere. They are delivered faster than expected to my door! Thanks Amazon for providing such a convenient product on your website!,[],B07RN9P435,B07JHNWZS8,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1636858035891,0,True,I just bought a bunch of Best Buy gift cards on Amazon last week to buy a new laptop on Best Buy because of better cash back for shopping on Amazon than elsewhere. They are delivered faster than expected to my door! Thanks Amazon for providing such a convenient product on your website!,It's easy to use with Best Buy Gift Card on Amazon!,It's easy to use with Best Buy Gift Card on Amazon!. I just bought a bunch of Best Buy gift cards on Amazon last week to buy a new laptop on Best Buy because of better cash back for shopping on Amazon than elsewhere. They are delivered faster than expected to my door! Thanks Amazon for providing such a convenient product on your website!,正面,,,
5.0,Easy to use gift card at Panda Express restaurants!,I love to eat a couple types of food at Panda Express. This gift card is easier to use and saves money for more cash back with Discover card during the holiday season on Amazon. It's giftable as well!,[],B00BXLVE6Y,B00BXLVDRE,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1636857655227,0,True,I love to eat a couple types of food at Panda Express. This gift card is easier to use and saves money for more cash back with Discover card during the holiday season on Amazon. It's giftable as well!,Easy to use gift card at Panda Express restaurants!,Easy to use gift card at Panda Express restaurants!. I love to eat a couple types of food at Panda Express. This gift card is easier to use and saves money for more cash back with Discover card during the holiday season on Amazon. It's giftable as well!,正面,,,
5.0,"Finally, Amazon Put This Golden Corral Gift Card on Prime Day Deal!","Finally, Amazon put this Golden Corral gift card on Prime Day sale! It's a lightening deal that only lasts for abut an hour before it's gone! It's easy to use and open from gift card envelope. 20% discount from regular price on Prime Day only! Golden Corral endless steak and ribs buffet is great for meat lovers at less than 14 bucks before tax.",[],B07YMZRJTW,B07YMZ7X7B,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1624835314885,2,True,"Finally, Amazon put this Golden Corral gift card on Prime Day sale! It's a lightening deal that only lasts for abut an hour before it's gone! It's easy to use and open from gift card envelope. 20% discount from regular price on Prime Day only! Golden Corral endless steak and ribs buffet is great for meat lovers at less than 14 bucks before tax.","Finally, Amazon Put This Golden Corral Gift Card on Prime Day Deal!","Finally, Amazon Put This Golden Corral Gift Card on Prime Day Deal!. Finally, Amazon put this Golden Corral gift card on Prime Day sale! It's a lightening deal that only lasts for abut an hour before it's gone! It's easy to use and open from gift card envelope. 20% discount from regular price on Prime Day only! Golden Corral endless steak and ribs buffet is great for meat lovers at less than 14 bucks before tax.",正面,,,
2.0,The Burger King Gift Card was ordered in 11/2020 but never received from Amazon.,"This is the first gift card I ordered on Amazon in 11/2020 that's never received so far. I ordered more than 10 types of gift cards in last November. The gift card is just like other gift cards that can be used for in-person or online orders. However, it's only a good deal if you can catch the $3 for two Whopper deal last year. When  price hikes happen recently in Burger King, this gift card is no longer a good deal and loses value. There are many other better taste alternatives at lower prices around you.",[],B00F2RZPOM,B00F2RZMEA,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1624723021838,1,True,"This is the first gift card I ordered on Amazon in 11/2020 that's never received so far. I ordered more than 10 types of gift cards in last November. The gift card is just like other gift cards that can be used for in-person or online orders. However, it's only a good deal if you can catch the $3 for two Whopper deal last year. When price hikes happen recently in Burger King, this gift card is no longer a good deal and loses value. There are many other better taste alternatives at lower prices around you.",The Burger King Gift Card was ordered in 11/2020 but never received from Amazon.,"The Burger King Gift Card was ordered in 11/2020 but never received from Amazon.. This is the first gift card I ordered on Amazon in 11/2020 that's never received so far. I ordered more than 10 types of gift cards in last November. The gift card is just like other gift cards that can be used for in-person or online orders. However, it's only a good deal if you can catch the $3 for two Whopper deal last year. When price hikes happen recently in Burger King, this gift card is no longer a good deal and loses value. There are many other better taste alternatives at lower prices around you.",负面,负面,"未收到, 亚马逊",[从未收到礼品卡]
5.0,Love the Christmas tree design!,Love the Christmas tree design! It's easy to open and a good gift for friends!,[],B0763LWZM1,B0763LWZM1,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1580795374832,0,True,Love the Christmas tree design! It's easy to open and a good gift for friends!,Love the Christmas tree design!,Love the Christmas tree design!. Love the Christmas tree design! It's easy to open and a good gift for friends!,正面,,,
5.0,Excellent gift card design!,Excellent gift card design to celebrate Christmas 2019! It's easy to open and use the gift card!,[],B07DDDS9R4,B07DDDS9R4,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1580795332541,0,True,Excellent gift card design to celebrate Christmas 2019! It's easy to open and use the gift card!,Excellent gift card design!,Excellent gift card design!. Excellent gift card design to celebrate Christmas 2019! It's easy to open and use the gift card!,正面,,,
5.0,Easy to use Christmas gift card!,Nice design Christmas gift card and easy to use. Show your Christmas spirit.,[],B07FMK2JQ8,B07FMK2JQ8,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1578170522759,0,True,Nice design Christmas gift card and easy to use. Show your Christmas spirit.,Easy to use Christmas gift card!,Easy to use Christmas gift card!. Nice design Christmas gift card and easy to use. Show your Christmas spirit.,正面,,,
5.0,Easy to use gift card.,Easy to use gift card for enjoying delicious Chipotle food.,[],B07WRT1LZM,B07WXZW28R,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1578170120527,0,True,Easy to use gift card for enjoying delicious Chipotle food.,Easy to use gift card.,Easy to use gift card.. Easy to use gift card for enjoying delicious Chipotle food.,正面,,,
5.0,Great gift card design and valuable purchase!,Great gift card design and valuable purchase. Buy it with 5% cash back from Discover during 4th quarter of each year on Amazon is a smart decision. A lot of discounted TV shows and movies on FandangoNow! You can use it to purchase movie tickets on Fandango too but online convenience fee is higher than buy at local theater directly.,[],B00S5J8MR6,B00ET5WBU4,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1574920801530,11,True,Great gift card design and valuable purchase. Buy it with 5% cash back from Discover during 4th quarter of each year on Amazon is a smart decision. A lot of discounted TV shows and movies on FandangoNow! You can use it to purchase movie tickets on Fandango too but online convenience fee is higher than buy at local theater directly.,Great gift card design and valuable purchase!,Great gift card design and valuable purchase!. Great gift card design and valuable purchase. Buy it with 5% cash back from Discover during 4th quarter of each year on Amazon is a smart decision. A lot of discounted TV shows and movies on FandangoNow! You can use it to purchase movie tickets on Fandango too but online convenience fee is higher than buy at local theater directly.,正面,,,
5.0,Great gift card for friends in holiday season,Great design of gift card for friends to eat some chipotle food in holiday season. Easy to use.,[],B07SSFSFJD,B07SSH5X9P,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1574192949565,2,True,Great design of gift card for friends to eat some chipotle food in holiday season. Easy to use.,Great gift card for friends in holiday season,Great gift card for friends in holiday season. Great design of gift card for friends to eat some chipotle food in holiday season. Easy to use.,正面,,,
5.0,Great designed amazon gift card box.,Great designed amazon gift card box. Easy to open and use.,[],B072P5VV4D,B00ADR2LV6,AF4OCZTPFHXZKUTAGP6CAOCMWPAA,1548991432291,0,True,Great designed amazon gift card box. Easy to open and use.,Great designed amazon gift card box.,Great designed amazon gift card box.. Great designed amazon gift card box. Easy to open and use.,正面,,,
